stn	time.yy	time.mm	time.dd	time.hh	tre200h0	wetbulb	prestahs	ure200h0	dew	gls	dni	str.diffus	fkl010h0	oli000h0
PAY	2021	1	13	6	2.6	1.8	96.22	88.4	0.28	0	0	0	3.5	290
PAY	2021	1	13	7	2.4	1.7	96.26	89.6	0.32	0	0	0	3.3	284
PAY	2021	1	13	8	2.8	1.8	96.33	87.9	0.38	7	0	28	4	283
PAY	2021	1	13	9	2.4	1.9	96.39	91.2	0.64	43	0	102	3.5	286
PAY	2021	1	13	10	3.4	2.5	96.42	87.7	0.94	90	0	149	3.2	290
PAY	2021	1	13	11	3.8	2.8	96.41	87.2	1.24	112	0	133	4	294
PAY	2021	1	13	12	4	3.1	96.38	86.3	1.26	115	37.94366083	101	4.4	298
PAY	2021	1	13	13	4.1	3.1	96.33	85.1	1.12	79	20.96971851	72	4.5	301
PAY	2021	1	13	14	3.9	3	96.32	86.4	1.18	43	0	72	4.1	305
PAY	2021	1	13	15	4.2	3	96.28	83.4	0.88	17	0	24	4.9	311
PAY	2021	1	13	16	3.3	2.7	96.3	83.9	0.08	3	0	0	5.4	322
PAY	2021	1	13	17	2.5	2	96.28	90.4	0.58	0	0	0	4.3	324
PAY	2021	1	13	18	2.5	1.8	96.25	91.1	0.72	0	0	0	4.6	323
PAY	2021	1	13	19	2.5	2	96.25	92.4	0.98	0	0	0	5.7	324
PAY	2021	1	13	20	2.7	2.2	96.27	93	1.3	0	0	0	5.8	326
PAY	2021	1	13	21	3.2	2.5	96.25	91.3	1.46	0	0	0	5.9	323
PAY	2021	1	13	22	3.8	2.9	96.22	90.4	1.88	0	0	0	5.8	321
PAY	2021	1	13	23	4.1	3.4	96.23	89.7	2.04	0	0	0	6.8	324
PAY	2021	1	14	0	4.6	3.4	96.21	85.8	1.76	0	0	0	7	327
PAY	2021	1	14	1	4.5	3.6	96.19	88.1	2.12	0	0	0	6.7	328
PAY	2021	1	14	2	4.7	3.7	96.2	86.4	1.98	0	0	0	6.7	323
PAY	2021	1	14	3	4.5	3.7	96.2	87.8	2.06	0	0	0	6.4	327
PAY	2021	1	14	4	4.4	3.6	96.16	87.4	1.88	0	0	0	6.4	326
PAY	2021	1	14	5	4.8	3.6	96.14	83.5	1.5	0	0	0	6.4	321
PAY	2021	1	14	6	4.9	3.6	96.08	81.3	1.16	0	0	0	7	323
PAY	2021	1	14	7	4.7	3.6	96.09	83.2	1.34	0	0	0	6.7	323
PAY	2021	1	14	8	4.8	3.5	96.03	83.1	1.42	5	0	24	6.1	322
PAY	2021	1	14	9	4.9	3.7	96.06	82.2	1.34	19	0	37	7.5	322
PAY	2021	1	14	10	5.3	3.7	96.07	77.8	0.86	30	0	110	6.6	323
PAY	2021	1	14	11	5.1	3.8	96.04	81.7	1.44	40	0	138	6.5	324
PAY	2021	1	14	12	5	3.9	96	83.6	1.72	47	0	167	6.2	324
PAY	2021	1	14	13	5	3.9	95.97	84.6	1.92	59	0	144	5.8	328
PAY	2021	1	14	14	4.8	3.9	95.94	86.7	2.14	46	0	113	5.2	329
PAY	2021	1	14	15	4.2	3.8	95.94	93.3	2.86	25	6.688653315	24	5.1	331
PAY	2021	1	14	16	4.2	3.6	95.91	89.8	2.16	10	0	0	4.7	328
PAY	2021	1	14	17	3.8	3.3	95.84	92.6	2.32	0	0	0	4.1	326
PAY	2021	1	14	18	4	3.3	95.77	89.9	1.98	0	0	0	4.6	321
PAY	2021	1	14	19	3.7	3.2	95.71	91.8	2.06	0	0	0	5.2	324
PAY	2021	1	14	20	3.9	3.2	95.67	90.3	1.96	0	0	0	4.6	320
PAY	2021	1	14	21	3.9	3.3	95.64	91.5	2.2	0	0	0	4.9	323
PAY	2021	1	14	22	3.8	3.3	95.62	92.7	2.34	0	0	0	5.2	322
PAY	2021	1	14	23	3.8	3.3	95.62	91.3	2.06	0	0	0	5.1	318
PAY	2021	1	15	0	3.8	3.2	95.63	88.7	1.54	0	0	0	5.3	315
PAY	2021	1	15	1	3.4	2.8	95.62	89.6	1.32	0	0	0	4.2	314
PAY	2021	1	15	2	3.5	2.8	95.63	90.7	1.64	0	0	0	3.8	320
PAY	2021	1	15	3	3.8	3.1	95.65	89.3	1.66	0	0	0	4.2	320
PAY	2021	1	15	4	3.9	3.1	95.65	87.4	1.38	0	0	0	4.9	319
PAY	2021	1	15	5	3.9	2.9	95.66	86.3	1.16	0	0	0	4.6	312
PAY	2021	1	15	6	3.6	2.9	95.71	89.4	1.48	0	0	0	3.7	320
PAY	2021	1	15	7	3.8	2.9	95.74	86.8	1.16	0	0	0	3.9	310
PAY	2021	1	15	8	3.8	3	95.8	88.8	1.56	2	0	25	3.8	318
PAY	2021	1	15	9	3.6	3	95.89	90.1	1.62	20	0	48	2.7	324
PAY	2021	1	15	10	3.1	2.7	96.01	85.7	0.24	32	0	125	2.4	326
PAY	2021	1	15	11	0.7	1.4	96.08	94.5	-0.4	75	0	84	3.2	322
PAY	2021	1	15	12	-0.1	-0.2	96.12	95.8	-0.94	76	82.67331596	45	3.7	310
PAY	2021	1	15	13	-0.2	-0.3	96.15	97.6	-0.68	57	0	158	2.4	311
PAY	2021	1	15	14	0.5	-0.2	96.23	86.1	-2.28	75	139.8711297	38	2.7	309
PAY	2021	1	15	15	-0.2	-0.6	96.33	89.7	-2.26	25	0	25	3.5	304
PAY	2021	1	15	16	-0.3	-0.9	96.44	86.1	-3.08	3	0	0	3.1	303
PAY	2021	1	15	17	-0.6	-1.7	96.51	74	-5.8	0	0	0	3.9	299
PAY	2021	1	15	18	-0.9	-2.2	96.58	77.6	-5.38	0	0	0	4.2	297
PAY	2021	1	15	19	-1.1	-2.2	96.64	75	-6.1	0	0	0	4.3	295
PAY	2021	1	15	20	-1.3	-2.6	96.67	73.9	-6.52	0	0	0	3.6	292
PAY	2021	1	15	21	-1.6	-2.8	96.69	74.1	-6.78	0	0	0	3.3	290
PAY	2021	1	15	22	-2.3	-3.2	96.73	76.1	-7.08	0	0	0	3.6	279
PAY	2021	1	15	23	-3.4	-3.9	96.78	84.1	-6.58	0	0	0	3.2	212
PAY	2021	1	16	0	-3.7	-4.4	96.81	83.5	-7	0	0	0	3.2	214
PAY	2021	1	16	1	-3.7	-4.4	96.8	84.1	-6.88	0	0	0	2.2	254
PAY	2021	1	16	2	-4.3	-4.7	96.82	88.6	-6.58	0	0	0	1.6	219
PAY	2021	1	16	3	-5	-5.1	96.85	93.4	-6.32	0	0	0	1.3	208
PAY	2021	1	16	4	-5	-5.5	96.85	92.6	-6.48	0	0	0	0.9	208
PAY	2021	1	16	5	-5.2	-5.4	96.86	93.7	-6.46	0	0	0	0.8	241
PAY	2021	1	16	6	-5.2	-5.6	96.87	92.5	-6.7	0	0	0	0.8	207
PAY	2021	1	16	7	-5.2	-5.6	96.87	92.3	-6.74	0	0	0	1.3	216
PAY	2021	1	16	8	-4.4	-5.3	96.88	89.3	-6.54	8	0	33	1.3	244
PAY	2021	1	16	9	-4.2	-4.8	96.9	85.8	-7.04	55	70.66471415	39	0.9	277
PAY	2021	1	16	10	-3.6	-4.5	96.9	82.3	-7.14	122	245.696354	44	1.4	280
PAY	2021	1	16	11	-3.1	-4.2	96.83	81.4	-6.82	133	232.9321017	47	1.1	286
PAY	2021	1	16	12	-2.3	-3.7	96.76	77.5	-6.8	132	0	161	1.6	288
PAY	2021	1	16	13	-2.1	-3.4	96.7	78.5	-6.4	144	171.7075696	85	1.2	288
PAY	2021	1	16	14	-1.7	-3.1	96.65	76.5	-6.4	127	369.3821177	28	0.9	284
PAY	2021	1	16	15	-1.5	-2.8	96.64	75.1	-6.48	65	166.1367609	39	1.4	289
PAY	2021	1	16	16	-1.1	-2.6	96.62	75.1	-6.08	17	0	0	1.2	287
PAY	2021	1	16	17	-1.3	-2.4	96.61	78.2	-5.66	0	0	0	2.1	277
PAY	2021	1	16	18	-1.2	-2.3	96.58	77.7	-5.66	0	0	0	2.2	282
PAY	2021	1	16	19	-1	-2.2	96.52	80.7	-4.86	0	0	0	2.5	289
PAY	2021	1	16	20	-0.6	-1.8	96.47	80.9	-4.42	0	0	0	2.8	294
PAY	2021	1	16	21	-0.8	-1.5	96.38	87.8	-3.24	0	0	0	3.3	298
PAY	2021	1	16	22	-1	-1.4	96.28	91.8	-2.64	0	0	0	3.4	302
PAY	2021	1	16	23	-1	-1.3	96.21	95.9	-1.82	0	0	0	2.4	304
PAY	2021	1	17	0	-0.4	-1.3	96.14	85.1	-3.38	0	0	0	2.9	302
PAY	2021	1	17	1	-0.3	-1	96.03	90.7	-2.16	0	0	0	4.7	302
PAY	2021	1	17	2	0.2	-0.7	95.95	84.7	-2.86	0	0	0	6.2	296
PAY	2021	1	17	3	0.1	-0.6	96.07	85.6	-2.78	0	0	0	4.3	298
PAY	2021	1	17	4	0.5	-0.6	96.01	85	-2.5	0	0	0	4.5	299
PAY	2021	1	17	5	0.9	-0.2	96.04	86.5	-1.8	0	0	0	3.9	303
PAY	2021	1	17	6	1.4	0.2	96.06	83.8	-1.84	0	0	0	5	302
PAY	2021	1	17	7	1.4	0.5	96.08	85	-1.6	0	0	0	4.5	304
PAY	2021	1	17	8	1.8	0.6	96.13	84.1	-1.38	9	0	43	4.3	302
PAY	2021	1	17	9	2	0.9	96.17	82.4	-1.52	38	0	74	5	306
PAY	2021	1	17	10	2.3	1.1	96.25	83.1	-1.08	55	0	115	3.7	309
PAY	2021	1	17	11	2.4	1.4	96.24	84.6	-0.68	87	0	135	3.4	310
PAY	2021	1	17	12	2.3	1.4	96.19	85.8	-0.54	83	0	181	4.3	310
PAY	2021	1	17	13	2.1	1.4	96.19	90.4	0.18	58	0	159	3.7	317
PAY	2021	1	17	14	2.1	1.5	96.26	89.7	0.04	46	0	107	2.7	314
PAY	2021	1	17	15	2.1	1.5	96.36	88.6	-0.18	57	93.69139124	42	3.5	299
PAY	2021	1	17	16	1.9	1.4	96.45	88.3	-0.44	18	0	0	3.2	301
PAY	2021	1	17	17	1.8	1.2	96.56	88.6	-0.48	0	0	0	2.6	307
PAY	2021	1	17	18	1.8	1.1	96.65	88.9	-0.42	0	0	0	3.1	306
PAY	2021	1	17	19	1.3	0.9	96.68	89	-0.9	0	0	0	2.8	301
PAY	2021	1	17	20	1.2	0.8	96.7	89.7	-0.86	0	0	0	2.8	295
PAY	2021	1	17	21	1.7	0.7	96.75	86.7	-0.96	0	0	0	2.7	282
PAY	2021	1	17	22	0.6	0.3	96.75	90.3	-1.34	0	0	0	2.3	271
PAY	2021	1	17	23	1.2	0.4	96.79	87.8	-1.24	0	0	0	2.6	300
PAY	2021	1	18	0	0.6	0.4	96.8	89.1	-1.58	0	0	0	2.8	285
PAY	2021	1	18	1	0	-0.2	96.8	91.9	-1.62	0	0	0	2.2	241
PAY	2021	1	18	2	-0.6	-0.7	96.83	92.5	-2.1	0	0	0	2.5	244
PAY	2021	1	18	3	0.1	-0.7	96.86	89.5	-2	0	0	0	2.4	292
PAY	2021	1	18	4	0.4	-0.5	96.84	85.3	-2.54	0	0	0	2.1	299
PAY	2021	1	18	5	0.4	-0.5	96.87	85.3	-2.54	0	0	0	2.1	300
PAY	2021	1	18	6	0.1	-0.5	96.91	90.4	-1.82	0	0	0	1.6	300
PAY	2021	1	18	7	0	-0.5	96.93	89.2	-2.16	0	0	0	1.7	297
PAY	2021	1	18	8	0.8	-0.5	96.94	81.5	-2.9	15	0	26	2.5	292
PAY	2021	1	18	9	1.9	-0.1	96.96	77.2	-2.66	142	415.1063492	46	2.4	288
PAY	2021	1	18	10	3	0.8	96.98	67.9	-3.42	360	863.8875718	81	2.5	275
PAY	2021	1	18	11	3.5	1.2	96.99	70.1	-2.48	390	754.0669431	107	2.6	271
PAY	2021	1	18	12	3.8	1.1	96.91	60.6	-4.08	405	805.7783436	95	2	240
PAY	2021	1	18	13	3.5	1.3	96.83	61.7	-4.16	270	393.6248264	132	2.4	241
PAY	2021	1	18	14	4.2	1.2	96.82	53.9	-5.02	208	512.3075067	67	2.2	257
PAY	2021	1	18	15	4	1.1	96.83	55.9	-4.82	168	854.8511393	28	2.1	268
PAY	2021	1	18	16	2.9	0.9	96.82	67.7	-3.56	77	0	0	1.9	256
PAY	2021	1	18	17	1.3	0	96.84	73.6	-3.98	1	0	0	1.6	244
PAY	2021	1	18	18	-0.3	-0.7	96.84	84.3	-3.44	0	0	0	2.2	248
PAY	2021	1	18	19	-0.4	-1	96.83	85.9	-3.22	0	0	0	2.4	245
PAY	2021	1	18	20	-0.3	-1.1	96.84	83.1	-3.68	0	0	0	3.2	236
PAY	2021	1	18	21	-1	-1.3	96.84	88	-3.4	0	0	0	2.5	230
PAY	2021	1	18	22	-1.9	-1.9	96.83	92.5	-3.4	0	0	0	2	227
PAY	2021	1	18	23	-1.4	-2.2	96.82	88.7	-3.66	0	0	0	1.9	228
PAY	2021	1	19	0	-1.9	-2.4	96.75	89.1	-4.08	0	0	0	2.4	223
PAY	2021	1	19	1	-2	-2.5	96.7	86.2	-4.76	0	0	0	2.2	221
PAY	2021	1	19	2	-2	-2.8	96.67	83.4	-5.32	0	0	0	3.1	221
PAY	2021	1	19	3	-2.3	-3	96.63	82.2	-5.86	0	0	0	2.6	221
PAY	2021	1	19	4	-2.1	-3.2	96.59	80.3	-6.04	0	0	0	2.1	220
PAY	2021	1	19	5	-3.3	-3.8	96.56	86.7	-5.96	0	0	0	2.2	218
PAY	2021	1	19	6	-3.7	-4	96.51	87.5	-6.2	0	0	0	2.1	217
PAY	2021	1	19	7	-2.7	-3.8	96.48	82.6	-6.18	0	0	0	1.9	223
PAY	2021	1	19	8	-2.9	-3.8	96.46	84.8	-5.94	20	0	28	1.8	222
PAY	2021	1	19	9	-0.7	-2.7	96.43	76.2	-5.46	154	478.9181081	42	1.9	230
PAY	2021	1	19	10	1.1	-1.3	96.43	66.4	-5.62	275	699.6637672	47	2.7	244
PAY	2021	1	19	11	2.6	-0.5	96.35	62.5	-4.9	339	676.3546646	83	4.9	246
PAY	2021	1	19	12	4	0.7	96.27	54.8	-5.04	465	731.6499057	181	4.2	251
PAY	2021	1	19	13	5	1.3	96.19	50.4	-4.92	397	677.5697918	157	3.5	243
PAY	2021	1	19	14	5.6	1.5	96.13	46.9	-5.02	332	767.1755841	118	4	248
PAY	2021	1	19	15	5.8	1.8	96.11	46	-5	280	1000	55	3.6	272
PAY	2021	1	19	16	4.4	1.4	96.07	52.7	-5.06	94	0	0	3.7	275
PAY	2021	1	19	17	2.4	0.4	96.04	60.4	-5.52	3	0	0	2.6	244
PAY	2021	1	19	18	2	-0.2	96.04	63.8	-5.24	0	0	0	2.6	246
PAY	2021	1	19	19	2.1	-0.4	96.01	62.6	-5.38	0	0	0	3.2	244
PAY	2021	1	19	20	1.7	-0.3	96.01	65.9	-5.12	0	0	0	3.4	236
PAY	2021	1	19	21	1	-0.4	95.96	71.9	-4.62	0	0	0	3.5	236
PAY	2021	1	19	22	0.4	-0.7	95.93	74.8	-4.64	0	0	0	3	238
PAY	2021	1	19	23	1.7	-0.8	95.9	66.3	-5.04	0	0	0	3	239
PAY	2021	1	20	0	0.1	-0.9	95.81	75.6	-4.78	0	0	0	2.4	239
PAY	2021	1	20	1	-0.2	-1.3	95.75	75.9	-5.02	0	0	0	2.1	239
PAY	2021	1	20	2	-1.2	-2.2	95.71	82.1	-4.78	0	0	0	1.7	236
PAY	2021	1	20	3	-1.1	-1.7	95.68	81.9	-4.72	0	0	0	1.9	236
PAY	2021	1	20	4	1.3	-0.7	95.64	69.5	-4.8	0	0	0	3.1	237
PAY	2021	1	20	5	0.6	-1	95.6	74.2	-4.56	0	0	0	2.1	243
PAY	2021	1	20	6	-0.5	-1.8	95.57	79.1	-4.68	0	0	0	1.4	252
PAY	2021	1	20	7	-1.8	-2.4	95.54	85.7	-4.66	0	0	0	1.3	255
PAY	2021	1	20	8	-1.4	-2.2	95.49	85.6	-4.28	20	0	53	1.1	258
PAY	2021	1	20	9	0.3	-1.5	95.46	79.4	-3.82	86	0	109	1.3	258
PAY	2021	1	20	10	1.7	-0.4	95.42	75.1	-3.28	164	66.89143477	142	1.9	261
PAY	2021	1	20	11	2.7	0.7	95.34	71.5	-3	191	5.238313077	189	1.9	269
PAY	2021	1	20	12	4.3	1.4	95.23	62.2	-3.26	279	587.1852936	49	2.1	265
PAY	2021	1	20	13	4.8	2.1	95.12	61.9	-2.82	308	860.5519124	0	2	262
PAY	2021	1	20	14	5.4	2.6	95.03	62.6	-2.08	281	841.766084	43	2.1	256
PAY	2021	1	20	15	5.2	2.7	94.99	62.6	-2.28	165	653.7829356	53	2.1	263
PAY	2021	1	20	16	4.4	2.3	94.93	67.3	-2.14	39	0	0	1.3	275
PAY	2021	1	20	17	1.4	1.2	94.89	84.1	-1.78	1	0	0	1.2	271
PAY	2021	1	20	18	1.2	0.5	94.86	84.2	-1.96	0	0	0	1.6	272
PAY	2021	1	20	19	0.9	-0.1	94.85	85	-2.1	0	0	0	1.2	262
PAY	2021	1	20	20	0.3	-0.3	94.83	86.6	-2.38	0	0	0	1.3	275
PAY	2021	1	20	21	-0.5	-0.5	94.79	93.5	-1.8	0	0	0	1.1	270
PAY	2021	1	20	22	0.4	-0.9	94.79	87	-2.2	0	0	0	1.2	256
PAY	2021	1	20	23	-0.2	-0.8	94.79	89.6	-2.28	0	0	0	1.5	269
PAY	2021	1	21	0	0.8	-0.4	94.76	84.7	-2.26	0	0	0	1.4	284
PAY	2021	1	21	1	0.7	-0.2	94.72	87.8	-1.74	0	0	0	1.3	303
PAY	2021	1	21	2	0.5	-0.1	94.77	88.2	-1.86	0	0	0	1.1	309
PAY	2021	1	21	3	0.9	0.1	94.77	89.9	-1.12	0	0	0	1.6	309
PAY	2021	1	21	4	5	1.3	94.78	69.1	-1.18	0	0	0	2.3	319
PAY	2021	1	21	5	4.7	2.7	94.81	69.4	-1.42	0	0	0	2.1	315
PAY	2021	1	21	6	5.7	3.4	94.82	68.8	-0.54	0	0	0	1.5	321
PAY	2021	1	21	7	6	3.9	94.83	71.4	0.28	0	0	0	3	318
PAY	2021	1	21	8	6.4	4	94.84	70.2	0.44	21	0	56	3	313
PAY	2021	1	21	9	7.9	4.5	94.89	62.6	0.42	71	0	117	4.4	322
PAY	2021	1	21	10	8	5.1	94.9	65.2	1.04	55	0	73	5.3	333
PAY	2021	1	21	11	8.8	5.4	94.86	60.9	0.98	156	228.4501621	68	5.5	317
PAY	2021	1	21	12	9.4	5.8	94.8	59	1.2	197	15.17737351	191	5.5	325
PAY	2021	1	21	13	9.7	6	94.71	57.7	1.24	202	362.1847655	71	5.3	332
PAY	2021	1	21	14	9.6	6.1	94.64	59.9	1.58	139	244.2394702	69	5.3	323
PAY	2021	1	21	15	9.3	6.1	94.62	61	1.5	88	182.6747079	56	4.9	315
PAY	2021	1	21	16	8.6	5.9	94.53	64.6	1.52	36	1000	0	4	302
PAY	2021	1	21	17	8.9	5.4	94.48	57.4	0.38	1	0	0	3	315
PAY	2021	1	21	18	7.3	5	94.46	64	0.1	0	0	0	2.5	314
PAY	2021	1	21	19	8.9	5.1	94.49	65.5	2	0	0	0	2.6	322
PAY	2021	1	21	20	8.7	6.4	94.45	70.8	2.86	0	0	0	4.8	335
PAY	2021	1	21	21	7.6	6	94.4	76.4	2.88	0	0	0	3.1	328
PAY	2021	1	21	22	7.7	5.8	94.4	77	3.1	0	0	0	3.3	323
PAY	2021	1	21	23	7.1	6.2	94.45	88.4	4.78	0	0	0	4.8	341
PAY	2021	1	22	0	6.4	5.8	94.52	83.8	3.16	0	0	0	7.9	336
PAY	2021	1	22	1	6.3	5.2	94.44	85.5	3.4	0	0	0	7.9	335
PAY	2021	1	22	2	6.2	5.1	94.39	87.4	3.68	0	0	0	4.4	316
PAY	2021	1	22	3	5.8	5.2	94.38	90.1	3.82	0	0	0	4.5	333
PAY	2021	1	22	4	5.9	5	94.34	86.4	3.18	0	0	0	4.5	325
PAY	2021	1	22	5	6	5.1	94.26	88.1	3.62	0	0	0	5.9	328
PAY	2021	1	22	6	5.7	5	94.14	83.9	2.48	0	0	0	5.3	290
PAY	2021	1	22	7	2.7	3.6	94.09	96.7	2.04	0	0	0	2.1	256
PAY	2021	1	22	8	3.3	2.5	94.05	94.8	2.26	27	0	30	1.5	265
PAY	2021	1	22	9	4.5	3.6	93.98	91.3	2.76	82	156.8191752	44	1	295
PAY	2021	1	22	10	7.1	5	93.9	81	3.3	230	292.3192207	132	1.8	303
PAY	2021	1	22	11	8.4	6	93.78	76.5	3.7	299	324.1541837	173	1.6	287
PAY	2021	1	22	12	8.1	6.3	93.74	77.9	3.68	204	65.15635984	178	2.1	310
PAY	2021	1	22	13	7.3	6.2	93.68	84.3	4.16	137	248.9352816	46	2.4	331
PAY	2021	1	22	14	8.2	6.4	93.65	79.2	4.04	165	265.0252913	88	1.9	312
PAY	2021	1	22	15	8	6.6	93.58	81.5	4.3	88	290.3423501	36	1.4	311
PAY	2021	1	22	16	7.2	6.3	93.49	86.3	4.46	31	798.2441413	0	2.3	313
PAY	2021	1	22	17	6	5.8	93.54	93.7	4.74	1	0	0	1.8	319
PAY	2021	1	22	18	6.2	5.7	93.6	93.1	4.82	0	0	0	1.5	333
PAY	2021	1	22	19	5.8	5.5	93.66	95.8	4.96	0	0	0	1.3	335
PAY	2021	1	22	20	5.2	5	93.77	87.7	2.74	0	0	0	3.2	337
PAY	2021	1	22	21	3.5	3.7	93.97	82.7	0.04	0	0	0	4.8	329
PAY	2021	1	22	22	3.5	1.8	94.17	69	-2.7	0	0	0	3.6	322
PAY	2021	1	22	23	1.9	1.2	94.37	86.3	-0.84	0	0	0	5.3	319
PAY	2021	1	23	0	1.8	1.1	94.47	88.8	-0.44	0	0	0	5.1	317
PAY	2021	1	23	1	2	1.2	94.52	86.8	-0.64	0	0	0	4.7	305
PAY	2021	1	23	2	2	1.2	94.55	87.9	-0.42	0	0	0	3.5	300
PAY	2021	1	23	3	2	1.2	94.58	86.6	-0.68	0	0	0	3.5	295
PAY	2021	1	23	4	1.6	0.9	94.56	86.1	-1.18	0	0	0	3.3	262
PAY	2021	1	23	5	1.2	0.6	94.56	87.1	-1.38	0	0	0	2.6	262
PAY	2021	1	23	6	1.5	0.5	94.53	85.5	-1.4	0	0	0	3	267
PAY	2021	1	23	7	1.1	0.5	94.5	87.6	-1.38	0	0	0	2.8	261
PAY	2021	1	23	8	1.1	0.2	94.44	85.2	-1.86	17	0	40	2.9	262
PAY	2021	1	23	9	1.4	0.4	94.37	85.9	-1.42	85	77.43842683	66	2.6	247
PAY	2021	1	23	10	2.7	0.9	94.33	78.9	-1.52	186	186.0684958	123	3.6	233
PAY	2021	1	23	11	3.8	2	94.23	68.2	-2.56	378	581.1893942	150	4.7	238
PAY	2021	1	23	12	3.8	1.9	94.12	71.1	-1.98	274	402.1433988	112	4.7	266
PAY	2021	1	23	13	3.9	2	94.01	70.3	-2.04	142	211.0979767	64	4.2	296
PAY	2021	1	23	14	4.5	2.2	93.91	68.5	-1.8	176	319.1420335	82	3.8	298
PAY	2021	1	23	15	3.8	2.2	93.84	74.3	-1.34	62	109.2412703	42	4.6	309
PAY	2021	1	23	16	3.2	2.1	93.84	83	-0.2	14	327.7252788	0	4.2	313
PAY	2021	1	23	17	2.6	1.8	93.86	87.2	0.04	0	0	0	5.8	303
PAY	2021	1	23	18	2.7	1.7	93.86	85.8	-0.14	0	0	0	5.4	313
PAY	2021	1	23	19	2.7	1.9	93.76	88.3	0.36	0	0	0	3.9	313
PAY	2021	1	23	20	3	2	93.81	87.6	0.52	0	0	0	4.4	323
PAY	2021	1	23	21	2.9	2.3	93.89	87.4	0.38	0	0	0	6.2	288
PAY	2021	1	23	22	3.2	2.1	93.97	84.3	0.06	0	0	0	5.1	288
PAY	2021	1	23	23	2.8	2	94.07	85.5	-0.1	0	0	0	5.1	304
PAY	2021	1	24	0	2.6	1.7	94.1	80.6	-1.28	0	0	0	5.4	261
PAY	2021	1	24	1	3.2	1.4	94.2	70.6	-2.68	0	0	0	4.2	271
PAY	2021	1	24	2	2.6	1.3	94.27	76.5	-2.1	0	0	0	4.1	283
PAY	2021	1	24	3	1.5	0.2	94.31	71.6	-4.18	0	0	0	3.9	262
PAY	2021	1	24	4	1.4	-0.2	94.36	72.6	-4.08	0	0	0	2.7	256
PAY	2021	1	24	5	0.3	-0.8	94.38	75.9	-4.52	0	0	0	1.4	239
PAY	2021	1	24	6	-1.8	-1.6	94.43	89.1	-3.98	0	0	0	1.3	219
PAY	2021	1	24	7	-1.4	-1.9	94.5	86.9	-4.02	0	0	0	1.6	216
PAY	2021	1	24	8	-2.2	-2.4	94.61	93.4	-3.52	13	0	58	1.5	217
PAY	2021	1	24	9	0.1	-1.6	94.68	83.6	-3.18	144	124.7471731	113	1.1	216
PAY	2021	1	24	10	1.5	-0.6	94.73	62.5	-6	331	587.6824866	130	1.5	226
PAY	2021	1	24	11	3	0	94.74	63.9	-4.22	402	517.6931075	197	2.4	219
PAY	2021	1	24	12	3.6	0.6	94.67	59.9	-4.42	442	867.9040551	89	3.3	216
PAY	2021	1	24	13	4.6	1	94.63	50.3	-5.34	424	937.0539593	74	3.7	221
PAY	2021	1	24	14	4.8	0.8	94.58	56.7	-3.86	356	951.0862745	72	3.6	221
PAY	2021	1	24	15	3.6	1.1	94.61	47.3	-6.94	171	662.6803113	47	3.7	228
PAY	2021	1	24	16	2.4	-0.2	94.55	66.3	-4.34	49	1000	0	3.1	252
PAY	2021	1	24	17	2.2	0.4	94.56	71.9	-3.42	1	0	0	2.9	276
PAY	2021	1	24	18	2.2	0.5	94.55	73.1	-3.18	0	0	0	3.1	285
PAY	2021	1	24	19	2.5	0.5	94.51	70.9	-3.32	0	0	0	3.7	293
PAY	2021	1	24	20	0.8	-0.1	94.52	81	-3	0	0	0	5.2	306
PAY	2021	1	24	21	0.4	-0.5	94.49	84.3	-2.74	0	0	0	3.9	303
PAY	2021	1	24	22	-0.3	-0.5	94.4	95.9	-1.12	0	0	0	1.9	309
PAY	2021	1	24	23	0.1	-0.3	94.37	93	-1.3	0	0	0	2.1	313
PAY	2021	1	25	0	0.4	-0.2	94.32	89.4	-1.72	0	0	0	3.4	304
PAY	2021	1	25	1	0.4	-0.4	94.31	88.7	-1.86	0	0	0	3.4	301
PAY	2021	1	25	2	0.8	0	94.31	88.7	-1.46	0	0	0	3.5	305
PAY	2021	1	25	3	0.3	0.2	94.36	95.5	-0.6	0	0	0	3.3	310
PAY	2021	1	25	4	1.4	0	94.39	77.1	-3.18	0	0	0	3.8	264
PAY	2021	1	25	5	1.1	-0.3	94.46	77.4	-3.42	0	0	0	5.4	267
PAY	2021	1	25	6	0.7	-0.7	94.48	74	-4.5	0	0	0	4.1	272
PAY	2021	1	25	7	-0.3	-0.6	94.55	92.3	-1.84	0	0	0	4.9	301
PAY	2021	1	25	8	0	-0.9	94.63	83.4	-3.32	8	0	45	4.5	263
PAY	2021	1	25	9	0.8	-1	94.7	76.2	-3.96	126	123.1356388	95	3.6	258
PAY	2021	1	25	10	1.5	-0.3	94.77	76.1	-3.28	258	329.9018179	144	4.2	273
PAY	2021	1	25	11	1.5	-0.1	94.84	73.5	-3.8	290	300.1745245	170	5.1	282
PAY	2021	1	25	12	0.9	0.1	94.86	81.6	-2.78	316	426.1072556	141	5.4	270
PAY	2021	1	25	13	2	0	94.88	68.6	-4.28	264	272.7770745	161	4.9	272
PAY	2021	1	25	14	1.9	0.2	94.95	71	-3.9	228	422.812351	100	5.5	290
PAY	2021	1	25	15	1.9	0.4	95.02	70.6	-3.98	149	575.282211	39	4.7	290
PAY	2021	1	25	16	0.1	-0.3	95.16	89.5	-2	27	533.3000751	0	4.4	296
PAY	2021	1	25	17	0.8	-0.6	95.24	71	-5	3	0	0	3.3	273
